,v_values,tc_values,t1_values,t2_values,tt_values,c1_values,c2_values,c3_values,kp_values
0,0.1,117.80972450961724,0.60125,0.02732168326398954,118.43829619288123,6,451.60394395353273,0.41435464031476754,458.0182985938475
1,0.1004900490049005,117.23521450753013,0.60125,0.027527644936774072,117.86399215246689,6,449.4016556121988,0.41693513112813313,455.8185907433269
2,0.10098009800980098,116.66628061519886,0.60125,0.02773387797470249,117.29526449317355,6,447.2207423582622,0.4195190218714537,453.64026138013367
3,0.10147014701470147,116.1028420433336,0.60125,0.02794038141578908,116.73203242474938,6,445.06089449944545,0.42210630049202413,451.4830007999375
4,0.10196019601960196,115.54481955582763,0.60125,0.028147154306090872,116.17421671013372,6,442.9218082973393,0.42469695503790666,449.3465052523772
5,0.10245024502450245,114.99213543261057,0.60125,0.02835419569960204,115.62173962831017,6,440.80318582500723,0.42729097365660823,447.23047679866386
6,0.10294029402940294,114.44471343356288,0.60125,0.0285615046581502,115.07452493822103,6,438.7047348286577,0.42988834459378045,445.1346231732515
7,0.10343034303430343,113.90247876345607,0.60125,0.028769080251294522,114.53249784370736,6,436.6261685932483,0.4324890561919437,443.05865764944025
8,0.10392039203920393,113.36535803788496,0.60125,0.028976921556225683,113.99558495944117,6,434.56720581189234,0.43509309688923337,441.0022989087816
9,0.10441044104410442,112.83327925015925,0.60125,0.029185027657667503,113.4637142778169,6,432.5275704589438,0.43770045521816753,438.965270914162
10,0.10490049004900491,112.30617173912314,0.60125,0.029393397647780435,112.93681513677092,6,430.50699166663867,0.44031111980443755,436.9473027864431
11,0.1053905390539054,111.78396615787271,0.60125,0.029602030626066603,112.41481818849877,6,428.50520360517874,0.44292507936571857,434.94812868454443
12,0.10588058805880589,111.26659444334209,0.60125,0.029810925699276566,111.89765536904136,6,426.5219453661446,0.44554232271050137,432.9674876888551
13,0.10637063706370638,110.75398978673023,0.60125,0.03002008198131769,111.38525986871154,6,424.5569608491325,0.4481628387369442,431.00512368786946
14,0.10686068606860687,110.24608660474148,0.60125,0.030229498593164043,110.87756610333463,6,422.609998651509,0.4507866164317438,429.06078526794073
15,0.10735073507350736,109.74282051161381,0.60125,0.03043917466276788,110.37450968627658,6,420.6808119611863,0.45341364486902663,427.13422560605534
16,0.10784078407840784,109.24412829190975,0.60125,0.030649109324972675,109.87602740123471,6,418.76915845232065,0.45604391320925913,425.2252023655299
17,0.10833083308330833,108.74994787404567,0.60125,0.030859301721427475,109.38205717576709,6,416.8748001838417,0.45867741069817475,423.3334775945399
18,0.10882088208820882,108.26021830453661,0.60125,0.03106975100050292,108.8925380555371,6,414.9975035007236,0.46131412666572136,421.45881762738935
19,0.10931093109310931,107.77487972293348,0.60125,0.031280456317208424,108.40741017925068,6,413.1370389379116,0.4639540505250245,419.60099298843664
20,0.1098009800980098,107.29387333743172,0.60125,0.03149141683311102,107.92661475426482,6,411.29318112682154,0.4665971717713693,417.7597782985929
21,0.1102910291029103,106.8171414011301,0.60125,0.031702631716255314,107.45009403284635,6,409.465708704332,0.46924347998119875,415.93495218431315
22,0.1107810781078108,106.34462718891963,0.60125,0.031914100141084846,106.9777912890607,6,407.65440422419186,0.4718929648111284,414.12629718900297
23,0.11127112711271128,105.87627497498316,0.60125,0.03212582128836488,106.50965079627152,6,405.85905407076876,0.4745456159969774,412.33359968676575
24,0.11176117611761177,105.41203001088705,0.60125,0.032337794345106224,106.04561780523215,6,404.07944837506693,0.47720142335281635,410.55664979841976
25,0.11225122512251226,104.95183850424651,0.60125,0.0325500185044905,105.585638522751,6,402.31538093294483,0.4798603767700296,408.79524130971487
26,0.11274127412741275,104.49564759794754,0.60125,0.03276249296579654,105.12966009091333,6,400.5666491254656,0.4825224662163929,407.04917159168195
27,0.11323132313231324,104.04340534990837,0.60125,0.032975216934327985,104.6776305668427,6,398.8330538413154,0.4851876817351673,405.3182415230506
28,0.11372137213721373,103.59506071336405,0.60125,0.03318818962134201,104.22949890298538,6,397.11439940122887,0.48785601344420537,403.6022554146731
29,0.11421142114211422,103.15056351765872,0.60125,0.03340141024397937,103.7852149279027,6,395.4104934843584,0.4905274515350748,401.9010209358935
30,0.1147014701470147,102.70986444953027,0.60125,0.0336148780251953,103.34472932755546,6,393.7211470565327,0.4932019862721933,400.2143490428049
31,0.1151915191519152,102.27291503487261,0.60125,0.033828592193691734,102.90799362706629,6,392.04617430034494,0.49587960799197844,398.5420539083369
32,0.11568156815681568,101.83966762096159,0.60125,0.03404255198385052,102.47496017294543,6,390.3853925470194,0.49856030710201127,396.88395285412145
33,0.11617161716171617,101.41007535913074,0.60125,0.0342567566356677,102.04558211576641,6,388.73862221000115,0.5012440740802134,395.23986628408136
34,0.11666166616661666,100.98409218788365,0.60125,0.03447120539468875,101.61981339327833,6,387.1056867202206,0.5039308994740352,393.60961761969463
35,0.11715171517151715,100.56167281643015,0.60125,0.034685897511945014,101.19760871394209,6,385.4864124629822,0.506620773899659,391.99303323688184
36,0.11764176417641764,100.1427727086341,0.60125,0.03490083224389093,100.77892354087798,6,383.88062871643064,0.5093136880412131,390.38994240447187
