,v_values,tc_values,t1_values,t2_values,tt_values,c1_values,c2_values,c3_values,kp_values
0,0.1,117.80972450961724,0.60125,0.02732168326398954,118.43829619288123,6,412.33403578366034,0.40333074589343765,418.73736652955375
1,0.1004900490049005,117.23521450753013,0.60125,0.027527644936774072,117.86399215246689,6,410.32325077635545,0.4058425828158751,416.7290933591713
2,0.10098009800980098,116.66628061519886,0.60125,0.02773387797470249,117.29526449317355,6,408.33198215319595,0.4083577292132195,414.74033988240916
3,0.10147014701470147,116.1028420433336,0.60125,0.02794038141578908,116.73203242474938,6,406.3599471516676,0.4108761733534277,412.770823325021
4,0.10196019601960196,115.54481955582763,0.60125,0.028147154306090872,116.17421671013372,6,404.40686844539675,0.413397903602543,410.82026634899927
5,0.10245024502450245,114.99213543261057,0.60125,0.02835419569960204,115.62173962831017,6,402.47247401413705,0.4159229084234075,408.88839692256045
6,0.10294029402940294,114.44471343356288,0.60125,0.0285615046581502,115.07452493822103,6,400.5564970174701,0.418451176374397,406.9749481938445
7,0.10343034303430343,113.90247876345607,0.60125,0.028769080251294522,114.53249784370736,6,398.6586756720963,0.4209826961081789,405.0796583682045
8,0.10392039203920393,113.36535803788496,0.60125,0.028976921556225683,113.99558495944117,6,396.77875313259733,0.42351745637049143,403.20227058896785
9,0.10441044104410442,112.83327925015925,0.60125,0.029185027657667503,113.4637142778169,6,394.9164773755574,0.42605544599894496,401.34253282155635
10,0.10490049004900491,112.30617173912314,0.60125,0.029393397647780435,112.93681513677092,6,393.07160108693097,0.428596653921844,399.5001977408528
11,0.1053905390539054,111.78396615787271,0.60125,0.029602030626066603,112.41481818849877,6,391.24388155255446,0.43114106915702965,397.6750226217115
12,0.10588058805880589,111.26659444334209,0.60125,0.029810925699276566,111.89765536904136,6,389.4330805516973,0.4336886808107424,395.86676923250803
13,0.10637063706370638,110.75398978673023,0.60125,0.03002008198131769,111.38525986871154,6,387.6389642535558,0.4362394780765049,394.0752037316323
14,0.10686068606860687,110.24608660474148,0.60125,0.030229498593164043,110.87756610333463,6,385.86130311659514,0.43879345023402233,392.30009656682915
15,0.10735073507350736,109.74282051161381,0.60125,0.03043917466276788,110.37450968627658,6,384.09987179064836,0.44135058664810395,390.5412223772965
16,0.10784078407840784,109.24412829190975,0.60125,0.030649109324972675,109.87602740123471,6,382.35444902168405,0.4439108767676015,388.7983598984516
17,0.10833083308330833,108.74994787404567,0.60125,0.030859301721427475,109.38205717576709,6,380.62481755915985,0.44647431012436556,387.0712918692842
18,0.10882088208820882,108.26021830453661,0.60125,0.03106975100050292,108.8925380555371,6,378.9107640658781,0.44904087633222034,385.3598049422103
19,0.10931093109310931,107.77487972293348,0.60125,0.031280456317208424,108.40741017925068,6,377.2120790302671,0.45161056508595493,383.66368959535305
20,0.1098009800980098,107.29387333743172,0.60125,0.03149141683311102,107.92661475426482,6,375.52855668101097,0.4541833661603322,381.9827400471713
21,0.1102910291029103,106.8171414011301,0.60125,0.031702631716255314,107.45009403284635,6,373.8599949039553,0.45675926940911366,380.3167541733644
22,0.1107810781078108,106.34462718891963,0.60125,0.031914100141084846,106.9777912890607,6,372.20619516121866,0.4593382647641,378.66553342598274
23,0.11127112711271128,105.87627497498316,0.60125,0.03212582128836488,106.50965079627152,6,370.566962412441,0.4619203422341891,377.0288827546752
24,0.11176117611761177,105.41203001088705,0.60125,0.032337794345106224,106.04561780523215,6,368.9421050381046,0.46450549190444756,375.40661053000906
25,0.11225122512251226,104.95183850424651,0.60125,0.0325500185044905,105.585638522751,6,367.3314347648627,0.46709370393519944,373.7985284687979
26,0.11274127412741275,104.49564759794754,0.60125,0.03276249296579654,105.12966009091333,6,365.73476659281636,0.4696849685611274,372.2044515613775
27,0.11323132313231324,104.04340534990837,0.60125,0.032975216934327985,104.6776305668427,6,364.1519187246793,0.4722792760903913,370.6241980007697
28,0.11372137213721373,103.59506071336405,0.60125,0.03318818962134201,104.22949890298538,6,362.58271249677415,0.474876616903758,369.0575891136779
29,0.11421142114211422,103.15056351765872,0.60125,0.03340141024397937,103.7852149279027,6,361.02697231180554,0.47747698145374834,367.5044492932593
30,0.1147014701470147,102.70986444953027,0.60125,0.0336148780251953,103.34472932755546,6,359.48452557335594,0.4800803602637948,365.96460593361974
31,0.1151915191519152,102.27291503487261,0.60125,0.033828592193691734,102.90799362706629,6,357.9552026220541,0.48268674392741445,364.4378893659815
32,0.11568156815681568,101.83966762096159,0.60125,0.03404255198385052,102.47496017294543,6,356.43883667336553,0.4852961231073944,362.9241327964729
33,0.11617161716171617,101.41007535913074,0.60125,0.0342567566356677,102.04558211576641,6,354.93526375695757,0.4879084885349908,361.42317224549254
34,0.11666166616661666,100.98409218788365,0.60125,0.03447120539468875,101.61981339327833,6,353.44432265759275,0.490523831009139,359.93484648860186
35,0.11715171517151715,100.56167281643015,0.60125,0.034685897511945014,101.19760871394209,6,351.96585485750546,0.4931421413956772,358.4589969989011
36,0.11764176417641764,100.1427727086341,0.60125,0.03490083224389093,100.77892354087798,6,350.4997044802193,0.4957634106265828,356.9954678908459
37,0.11813181318131813,99.72734806736055,0.60125,0.035116008852342354,100.36371407621289,6,349.04571823576185,0.4983876296992187,355.54410586546106
38,0.11862186218621863,99.31535581921109,0.60125,0.03533142660441584,99.9519372458155,6,347.6037453672388,0.5010147896755931,354.1047601569144
39,0.11911191119111912,98.90675359963583,0.60125,0.03554708477246877,99.5435506844083,6,346.1736375987254,0.50364488168163,352.67728248040703
40,0.11960196019601961,98.50149973841147,0.60125,0.03576298263404047,99.1385127210455,6,344.7552490844401,0.5062778969064501,351.26152698134655
41,0.1200920092009201,98.09955324547491,0.60125,0.035979119471794274,98.73678236494669,6,343.3484363591622,0.508913826601665,349.85735018576383
42,0.12058205820582059,97.70087379710233,0.60125,0.0361954945734603,98.33831929167579,6,341.9530582898581,0.5115526620806788,348.4646109519388
43,0.12107210721072108,97.30542172242382,0.60125,0.03641210723177932,97.94308382965559,6,340.56897602848335,0.5141943947180043,347.08317042320135
